Mentally Ill Man Not In Mood To Gun Down Strangers, But Glad To Know That Option There If Needed	satirical	theonion.com	http://www.theonion.com/articles/mentally-ill-man-not-in-mood-to-gun-down-strangers,30829/	2013-01-01 00:00:00
Man Returns To Work After Vacation With Fresh, Reenergized Hatred For Job	satirical	theonion.com	http://www.theonion.com/articles/man-returns-to-work-after-vacation-with-fresh-reen,30812/	2013-01-07 00:00:00
Israel Vows To Use Veto Power If Chuck Hagel Confirmed As U.S. Secretary Of Defense	satirical	theonion.com	http://www.theonion.com/articles/israel-vows-to-use-veto-power-if-chuck-hagel-confi,30824/	2013-01-08 00:00:00
Taylor Swift Now Dating James Holmes	satirical	theonion.com	http://www.theonion.com/articles/taylor-swift-now-dating-james-holmes,30830/	2013-01-08 00:00:00
Career Spider Not Sure She's Ready For 3,000 Children At This Point	satirical	theonion.com	http://www.theonion.com/articles/career-spider-not-sure-shes-ready-for-3000-childre,30840/	2013-01-09 00:00:00
2012 Was Once Considered Hottest Year On Record, Man In 2024 Remembers Wistfully	satirical	theonion.com	http://www.theonion.com/articles/2012-was-once-considered-hottest-year-on-record-ma,30843/	2013-01-09 00:00:00
Air Force One Pilot Invites Excited Obama Into Cockpit	satirical	theonion.com	http://www.theonion.com/articles/air-force-one-pilot-invites-excited-obama-into-coc,30852/	2013-01-10 00:00:00
Ben Affleck Nominated For Best Friend Of Matt Damon	satirical	theonion.com	http://www.theonion.com/articles/ben-affleck-nominated-for-best-friend-of-matt-damo,30855/	2013-01-10 00:00:00
Bradley Cooper Racks Up Staggering One Oscar Nominations	satirical	theonion.com	http://www.theonion.com/articles/bradley-cooper-racks-up-staggering-one-oscar-nomin,30857/	2013-01-10 00:00:00
Applebee's To Offer Divorced-Father-And-Child Specials Every Other Weekend	satirical	theonion.com	http://www.theonion.com/articles/applebees-to-offer-divorcedfatherandchild-specials,30868/	2013-01-11 00:00:00
NRA Sends Complimentary Bereavement Gun Baskets To Families Of Shooting Victims	satirical	theonion.com	http://www.theonion.com/articles/nra-sends-complimentary-bereavement-gun-baskets-to,30872/	2013-01-11 00:00:00
Area Woman Decides Not To Post Facebook Status That Would Have Tipped Gun Control Debate	satirical	theonion.com	http://www.theonion.com/articles/area-woman-decides-not-to-post-facebook-status-tha,30876/	2013-01-11 00:00:00
Nation Can’t Wait To Wake Up And Start Eating Again	satirical	theonion.com	http://www.theonion.com/articles/nation-cant-wait-to-wake-up-and-start-eating-again,30884/	2013-01-12 00:00:00
Report: 96% Of Nation's Smut Consumed By Filthiest 1%	satirical	theonion.com	http://www.theonion.com/articles/report-96-of-nations-smut-consumed-by-filthiest-1,30885/	2013-01-13 00:00:00
Procrastinating Surgeon Putting Off Coronary Bypass By Cleaning Entire Hospital	satirical	theonion.com	http://www.theonion.com/articles/procrastinating-surgeon-putting-off-coronary-bypas,30886/	2013-01-13 00:00:00
Ravens-Broncos Matchup Rekindles Smoldering Resentment From Baltimore-Denver War Of 1877	satirical	theonion.com	http://www.theonion.com/articles/ravensbroncos-matchup-rekindles-smoldering-resentm,30880/	2013-01-12 00:00:00
RGIII To Have More Tests Done On Thing That Used To Be Knee	satirical	theonion.com	http://www.theonion.com/articles/rgiii-to-have-more-tests-done-on-thing-that-used-t,30825/	2013-01-08 00:00:00
Joe Flacco Already Preparing Apology To Ray Lewis For Disappointing End To Career	satirical	theonion.com	http://www.theonion.com/articles/joe-flacco-already-preparing-apology-to-ray-lewis,30861/	2013-01-10 00:00:00
Adrian Peterson Re-Tears ACL In Preparation For 2013 Season	satirical	theonion.com	http://www.theonion.com/articles/adrian-peterson-retears-acl-in-preparation-for-201,30895/	2013-01-14 00:00:00
Overworked Surgeon Wakes Up Face-Down In Patient	satirical	theonion.com	http://www.theonion.com/articles/overworked-surgeon-wakes-up-facedown-in-patient,30821/	2013-01-08 00:00:00
Gary Bettman Relieved Lockout Resolved Before Reputation Of NHL Could Be Damaged	satirical	theonion.com	http://www.theonion.com/articles/gary-bettman-relieved-lockout-resolved-before-repu,30828/	2013-01-08 00:00:00
Flu Rapidly Spreads Through Line For Flu Shot	satirical	theonion.com	http://www.theonion.com/articles/flu-rapidly-spreads-through-line-for-flu-shot,30862/	2013-01-10 00:00:00
Poll Finds Majority Of Americans Live Within 50 Miles Of Deathbed	satirical	theonion.com	http://www.theonion.com/articles/poll-finds-majority-of-americans-live-within-50-mi,30864/	2013-01-11 00:00:00
Vaccinated Man Confidently Licks Subway Car Handrail	satirical	theonion.com	http://www.theonion.com/articles/vaccinated-man-confidently-licks-subway-car-handra,30874/	2013-01-11 00:00:00
Local News Report Begins With 'Get This'	satirical	theonion.com	http://www.theonion.com/articles/local-news-report-begins-with-get-this,30877/	2013-01-11 00:00:00
Man Just Going To Go Ahead And Use His Salary As His Online Dating Username	satirical	theonion.com	http://www.theonion.com/articles/man-just-going-to-go-ahead-and-use-his-salary-as-h,30881/	2013-01-12 00:00:00
Mike Shanahan Clears RG III To Help Carry Furniture Down Some Icy Steps	satirical	theonion.com	http://www.theonion.com/articles/mike-shanahan-clears-rg-iii-to-help-carry-furnitur,30827/	2013-01-08 00:00:00
Area Man Can't Understand Fellow Citizens Who Don’t Vote In SportsNation Polls	satirical	theonion.com	http://www.theonion.com/articles/area-man-cant-understand-fellow-citizens-who-dont,30841/	2013-01-09 00:00:00
Aaron Rodgers Unsure If Media Aware 49ers Are His Hometown Team, Passed Him Up In Draft	satirical	theonion.com	http://www.theonion.com/articles/aaron-rodgers-unsure-if-media-aware-49ers-are-his,30846/	2013-01-10 00:00:00
Pitiful Man Frantically Urging Coworkers To Join NHL Fantasy League	satirical	theonion.com	http://www.theonion.com/articles/pitiful-man-frantically-urging-coworkers-to-join-n,30847/	2013-01-10 00:00:00
Mother Who Forgot To Pay 29-Year-Old Son's Phone Bill Reminded To Really Be Careful About That	satirical	theonion.com	http://www.theonion.com/articles/mother-who-forgot-to-pay-29yearold-sons-phone-bill,30832/	2013-01-08 00:00:00
Man Has Alarming Level Of Pride In Institution That Left Him $50,000 In Debt, Inadequately Prepared For Job Market	satirical	theonion.com	http://www.theonion.com/articles/man-has-alarming-level-of-pride-in-institution-tha,30853/	2013-01-10 00:00:00
Investigation Finds Appalling Conditions In 'Cosmopolitan' Magazine Male-Pleasure Laboratory	satirical	theonion.com	http://www.theonion.com/articles/investigation-finds-appalling-conditions-in-cosmop,30869/	2013-01-11 00:00:00
Internet Users Demand Less Interactivity	satirical	theonion.com	http://www.theonion.com/articles/internet-users-demand-less-interactivity,30920/	2013-01-16 00:00:00
Man Who Got Shit Together 5 Years Ago Still Viewed As Lovable Fuckup By Friends, Family	satirical	theonion.com	http://www.theonion.com/articles/man-who-got-shit-together-5-years-ago-still-viewed,30926/	2013-01-16 00:00:00
Uh-Oh, Photo Of Crying Woman On Cover Of National Newspaper	satirical	theonion.com	http://www.theonion.com/articles/uhoh-photo-of-crying-woman-on-cover-of-national-ne,30942/	2013-01-17 00:00:00
Really Hip 90-Year-Old Figures He Has Every Right To Torrent Glenn Miller's 'In The Mood'	satirical	theonion.com	http://www.theonion.com/articles/really-hip-90yearold-figures-he-has-every-right-to,30898/	2013-01-14 00:00:00
Panicking Flu Swears It Didn’t Mean To Kill Old Lady	satirical	theonion.com	http://www.theonion.com/articles/panicking-flu-swears-it-didnt-mean-to-kill-old-lad,30899/	2013-01-14 00:00:00
Woman Who Admits To Having Watched Golden Globes Thinks Jodie Foster Embarrassed Herself	satirical	theonion.com	http://www.theonion.com/articles/woman-who-admits-to-having-watched-golden-globes-t,30900/	2013-01-14 00:00:00
Silvio Berlusconi Swears Dancer Was Of Legal Age When He Paid Her For Sex Using State Money	satirical	theonion.com	http://www.theonion.com/articles/silvio-berlusconi-swears-dancer-was-of-legal-age-w,30911/	2013-01-15 00:00:00
Afghanistan War Veteran Solemnly Recalls Seeing Entire Platoon Killed By Undiagnosed PTSD	satirical	theonion.com	http://www.theonion.com/articles/afghanistan-war-veteran-solemnly-recalls-seeing-en,30914/	2013-01-15 00:00:00
Report: Most Small Businesses Fail In First 6 Hours Of Being On Fire	satirical	theonion.com	http://www.theonion.com/articles/report-most-small-businesses-fail-in-first-6-hours,30919/	2013-01-16 00:00:00
Four Homeless People Dead In What Girlfriend Refers To As 'Cuddle Weather'	satirical	theonion.com	http://www.theonion.com/articles/four-homeless-people-dead-in-what-girlfriend-refer,30924/	2013-01-16 00:00:00
Impossible To Tell If Frazzled Woman In Walgreens Uniform Going To Or Coming From Work	satirical	theonion.com	http://www.theonion.com/articles/impossible-to-tell-if-frazzled-woman-in-walgreens,30937/	2013-01-17 00:00:00
Depressed Nation Really Did Not Think It Would Take Them This Long To Get Over Death Of Jack Klugman	satirical	theonion.com	http://www.theonion.com/articles/depressed-nation-really-did-not-think-it-would-tak,30941/	2013-01-17 00:00:00
Nation Descends Into Utter Moral Chaos Following 'Dear Abby' Writer's Death	satirical	theonion.com	http://www.theonion.com/articles/nation-descends-into-utter-moral-chaos-following-d,30946/	2013-01-18 00:00:00
Wayne LaPierre Goes On Harpooning Spree To Prove Some Sort Of Point	satirical	theonion.com	http://www.theonion.com/articles/wayne-lapierre-goes-on-harpooning-spree-to-prove-s,30947/	2013-01-18 00:00:00
Golden Tate Claims He Caught Final Hail Mary In Falcons Game	satirical	theonion.com	http://www.theonion.com/articles/golden-tate-claims-he-caught-final-hail-mary-in-fa,30907/	2013-01-15 00:00:00
Lance Armstrong Admits To Using Performance-Enhancing Drugs To Show Remorse	satirical	theonion.com	http://www.theonion.com/articles/lance-armstrong-admits-to-using-performanceenhanci,30912/	2013-01-15 00:00:00
Gary Kubiak Congratulates Houston Texans On Yet Another Houston Texans Season	satirical	theonion.com	http://www.theonion.com/articles/gary-kubiak-congratulates-houston-texans-on-yet-an,30934/	2013-01-17 00:00:00
In Stunning Change Of Character, Bill Belichick Adopts Half-Dozen Dogs From Humane Society	satirical	theonion.com	http://www.theonion.com/articles/in-stunning-change-of-character-bill-belichick-ado,30951/	2013-01-18 00:00:00
Bill Belichick Builds New Tight End From Mutilated Dog Parts	satirical	theonion.com	http://www.theonion.com/articles/bill-belichick-builds-new-tight-end-from-mutilated,30952/	2013-01-18 00:00:00
Mothers Of NFL Players Concerned About Binge Drinking At Bottom Of Pile	satirical	theonion.com	http://www.theonion.com/articles/mothers-of-nfl-players-concerned-about-binge-drink,30965/	2013-01-19 00:00:00
Jack Harbaugh Admits He's Pulling For Tom Brady To Win Fourth Super Bowl	satirical	theonion.com	http://www.theonion.com/articles/jack-harbaugh-admits-hes-pulling-for-tom-brady-to,30960/	2013-01-20 00:00:00
Divorced Father Microwaving Up A Storm For Daughter	satirical	theonion.com	http://www.theonion.com/articles/divorced-father-microwaving-up-a-storm-for-daughte,30901/	2013-01-14 00:00:00
Pediatric Surgeon Loves Working On Children	satirical	theonion.com	http://www.theonion.com/articles/pediatric-surgeon-loves-working-on-children,30918/	2013-01-16 00:00:00
Enemy Pointlessly Kept Closer	satirical	theonion.com	http://www.theonion.com/articles/enemy-pointlessly-kept-closer,30930/	2013-01-17 00:00:00
Area Man Informed He Has Gotten Haircut	satirical	theonion.com	http://www.theonion.com/articles/area-man-informed-he-has-gotten-haircut,30944/	2013-01-18 00:00:00
'Pittsburgh Magazine' Releases Annual 'Reason To Love Pittsburgh' List	satirical	theonion.com	http://www.theonion.com/articles/pittsburgh-magazine-releases-annual-reason-to-love,30955/	2013-01-19 00:00:00
Rob Ryan Hopes To Do For Rams What He Did For Cowboys, Browns, Raiders	satirical	theonion.com	http://www.theonion.com/articles/rob-ryan-hopes-to-do-for-rams-what-he-did-for-cowb,30902/	2013-01-14 00:00:00
Alex Smith Looking To Be Traded To Team Where His Talents Will Be Over-Appreciated	satirical	theonion.com	http://www.theonion.com/articles/alex-smith-looking-to-be-traded-to-team-where-his,30908/	2013-01-15 00:00:00
Danny Woodhead Shrinks Three Sizes After Patriots Forget Running Back In Dryer	satirical	theonion.com	http://www.theonion.com/articles/danny-woodhead-shrinks-three-sizes-after-patriots,30917/	2013-01-16 00:00:00
Seven Lucky Oprah Guests Find Tour De France Titles Under Their Chairs	satirical	theonion.com	http://www.theonion.com/articles/seven-lucky-oprah-guests-find-tour-de-france-title,30932/	2013-01-17 00:00:00
Joe Flacco Hoping To Continue Winning Formula Of Throwing Fluke Touchdown Passes At End Of Games	satirical	theonion.com	http://www.theonion.com/articles/joe-flacco-hoping-to-continue-winning-formula-of-t,30964/	2013-01-18 00:00:00
Local Mom Wants Joe Buck To Shut His Fucking Mouth	satirical	theonion.com	http://www.theonion.com/articles/local-mom-wants-joe-buck-to-shut-his-fucking-mouth,30959/	2013-01-20 00:00:00
Police Find Super-Sharp Buck Knife	satirical	theonion.com	http://www.theonion.com/articles/police-find-supersharp-buck-knife,30922/	2013-01-16 00:00:00
Osama Bin Laden Foundation Awards Fellowships To 20 Promising Young Terrorists	satirical	theonion.com	http://www.theonion.com/articles/osama-bin-laden-foundation-awards-fellowships-to-2,30935/	2013-01-17 00:00:00
College Freshman's Roommate Has Had Excuse To Go Home Every Weekend Since August	satirical	theonion.com	http://www.theonion.com/articles/college-freshmans-roommate-has-had-excuse-to-go-ho,30938/	2013-01-17 00:00:00
Copy Of 'The Scarlet Letter' Can't Believe The Notes High Schooler Writing In Margins	satirical	theonion.com	http://www.theonion.com/articles/copy-of-the-scarlet-letter-cant-believe-the-notes,31007/	2013-01-23 00:00:00
Biden Scores 800 Feet Of Copper Wire	satirical	theonion.com	http://www.theonion.com/articles/biden-scores-800-feet-of-copper-wire,31013/	2013-01-24 00:00:00
The Onion Demands John Kerry Tell The Truth About His Swift Boat Service	satirical	theonion.com	http://www.theonion.com/articles/the-onion-demands-john-kerry-tell-the-truth-about,31021/	2013-01-24 00:00:00
Despite Lessons Of Cautionary Film 'Multiplicity,' Geneticists Determined To Clone Michael Keaton	satirical	theonion.com	http://www.theonion.com/articles/despite-lessons-of-cautionary-film-multiplicity-ge,31045/	2013-01-28 00:00:00
Man Who Willingly Rented 'Wrath Of The Titans' Feels His Intelligence Has Been Insulted	satirical	theonion.com	http://www.theonion.com/articles/man-who-willingly-rented-wrath-of-the-titans-feels,30969/	2013-01-21 00:00:00
Casual Drink With Acquaintance Actually First Move In Elaborate Chess Game To Get Hired At United.com	satirical	theonion.com	http://www.theonion.com/articles/casual-drink-with-acquaintance-actually-first-move,30970/	2013-01-21 00:00:00
Biden Working His Way Through Scratch-Off Tickets During Obama's Swearing-In	satirical	theonion.com	http://www.theonion.com/articles/biden-working-his-way-through-scratchoff-tickets-d,30973/	2013-01-21 00:00:00
Obama Begins Inauguration Festivities With Ceremonial Drone Flyover	satirical	theonion.com	http://www.theonion.com/articles/obama-begins-inauguration-festivities-with-ceremon,30974/	2013-01-21 00:00:00
Romney Makes Desperate, Last-Ditch Bid For Presidency	satirical	theonion.com	http://www.theonion.com/articles/romney-makes-desperate-lastditch-bid-for-presidenc,30975/	2013-01-21 00:00:00
List Of Politically Achievable Reforms Down To Just Three Minor Changes To Traffic Code	satirical	theonion.com	http://www.theonion.com/articles/list-of-politically-achievable-reforms-down-to-jus,30977/	2013-01-21 00:00:00
Report: Mom's Work Friend Has No One	satirical	theonion.com	http://www.theonion.com/articles/report-moms-work-friend-has-no-one,30982/	2013-01-22 00:00:00
Man Who Can't Get Enough Mucus Enjoying Winter Season	satirical	theonion.com	http://www.theonion.com/articles/man-who-cant-get-enough-mucus-enjoying-winter-seas,30986/	2013-01-22 00:00:00
Hungover Michelle Obama Packs Leftover Inaugural Ball Hors D'oeuvres Into Sasha’s Lunch Box	satirical	theonion.com	http://www.theonion.com/articles/hungover-michelle-obama-packs-leftover-inaugural-b,30988/	2013-01-22 00:00:00
Prince Harry: 'I Killed Taliban-Looking People'	satirical	theonion.com	http://www.theonion.com/articles/prince-harry-i-killed-talibanlooking-people,30991/	2013-01-22 00:00:00
Friend's Mom Tearing It Up On Facebook	satirical	theonion.com	http://www.theonion.com/articles/friends-mom-tearing-it-up-on-facebook,30999/	2013-01-23 00:00:00
22-Year-Old Gets Job At Website	satirical	theonion.com	http://www.theonion.com/articles/22yearold-gets-job-at-website,31002/	2013-01-23 00:00:00
U.S. Military Lauded For Creating Gender-Neutral Killing Field	satirical	theonion.com	http://www.theonion.com/articles/us-military-lauded-for-creating-genderneutral-kill,31015/	2013-01-24 00:00:00
North Korea Claims New Long Range Missile Has Ability To Fly Right Up In The Air, Not Unlike A Bird Or A Fly	satirical	theonion.com	http://www.theonion.com/articles/north-korea-claims-new-long-range-missile-has-abil,31016/	2013-01-24 00:00:00
Nation's Movie Theaters Bracing For 'Hansel And Gretel' Being Perhaps The Biggest Hit Of All Time	satirical	theonion.com	http://www.theonion.com/articles/nations-movie-theaters-bracing-for-hansel-and-gret,31017/	2013-01-24 00:00:00
Eccentric Man Introduces New Sweater To Closet Pals Colonel Coat And Captain Blazer	satirical	theonion.com	http://www.theonion.com/articles/eccentric-man-introduces-new-sweater-to-closet-pal,31022/	2013-01-24 00:00:00
Series Of Grave Errors Results In Jeff And Kim's 5th Anniversary	satirical	theonion.com	http://www.theonion.com/articles/series-of-grave-errors-results-in-jeff-and-kims-5t,31030/	2013-01-25 00:00:00
Millions Of Human Beings Experiencing Actual Emotions About J.J. Abrams Directing 'Star Wars'	satirical	theonion.com	http://www.theonion.com/articles/millions-of-human-beings-experiencing-actual-emoti,31035/	2013-01-25 00:00:00
8th Grader Impregnated During Trip To 'March For Life' Event	satirical	theonion.com	http://www.theonion.com/articles/8th-grader-impregnated-during-trip-to-march-for-li,31038/	2013-01-25 00:00:00
Return Of NHL Season Reignites Exciting Sidney Crosby Vs. Cranial Fluid Buildup Rivalry	satirical	theonion.com	http://www.theonion.com/articles/return-of-nhl-season-reignites-exciting-sidney-cro,30971/	2013-01-21 00:00:00
Falcons Starting To See Why No One Believed In Them	satirical	theonion.com	http://www.theonion.com/articles/falcons-starting-to-see-why-no-one-believed-in-the,30985/	2013-01-22 00:00:00
'I Was One Of Several People Duped,' Manti Te'o Tells Scarecrow Dressed As Katie Couric	satirical	theonion.com	http://www.theonion.com/articles/i-was-one-of-several-people-duped-manti-teo-tells,31020/	2013-01-24 00:00:00
2013 Puppy Bowl Teams To Be Coached By Two Dogs From Same Litter	satirical	theonion.com	http://www.theonion.com/articles/2013-puppy-bowl-teams-to-be-coached-by-two-dogs-fr,31027/	2013-01-25 00:00:00
ESPN Showing Home Footage Of Young Harbaugh Brothers Coaching Together In Backyard	satirical	theonion.com	http://www.theonion.com/articles/espn-showing-home-footage-of-young-harbaugh-brothe,31041/	2013-01-26 00:00:00
Brady Quinn Frantically Trying To Confirm His Online Girlfriend Not A Hoax	satirical	theonion.com	http://www.theonion.com/articles/brady-quinn-frantically-trying-to-confirm-his-onli,31042/	2013-01-26 00:00:00
Peter King Works Terrible Stay At Courtyard Marriott Into Every Component Of Super Bowl Preview	satirical	theonion.com	http://www.theonion.com/articles/peter-king-works-terrible-stay-at-courtyard-marrio,31044/	2013-01-27 00:00:00
Exhausted Egyptian Protesters Can't Believe They've Been Doing This Shit For Two Years	satirical	theonion.com	http://www.theonion.com/articles/exhausted-egyptian-protesters-cant-believe-theyve,31034/	2013-01-25 00:00:00
Falcons Confirm Matt Ryan Suffered Grade 2 Choke	satirical	theonion.com	http://www.theonion.com/articles/falcons-confirm-matt-ryan-suffered-grade-2-choke,30981/	2013-01-22 00:00:00
Duke Returns To Number One In 'March Madness Hasn't Started Yet So Who Gives A Shit' Rankings	satirical	theonion.com	http://www.theonion.com/articles/duke-returns-to-number-one-in-march-madness-hasnt,30993/	2013-01-22 00:00:00
Retiring Tony Gonzalez Thanks Kansas City Chiefs, Atlanta Falcons For Absolutely Nothing	satirical	theonion.com	http://www.theonion.com/articles/retiring-tony-gonzalez-thanks-kansas-city-chiefs-a,30998/	2013-01-23 00:00:00
Alex Smith Asks 49ers If Attending Super Bowl Really Mandatory	satirical	theonion.com	http://www.theonion.com/articles/alex-smith-asks-49ers-if-attending-super-bowl-real,31014/	2013-01-24 00:00:00
Buzzfeed Sports To Focus On Fun, Lighter Side Of Other People's Sports Coverage	satirical	theonion.com	http://www.theonion.com/articles/buzzfeed-sports-to-focus-on-fun-lighter-side-of-ot,31026/	2013-01-25 00:00:00
2013 Pro Bowl To Allow Fans To Text Audibles Right To Quarterback	satirical	theonion.com	http://www.theonion.com/articles/2013-pro-bowl-to-allow-fans-to-text-audibles-right,31043/	2013-01-27 00:00:00
NASA Continues Search For Planet Capable Of Supporting NASA	satirical	theonion.com	http://www.theonion.com/articles/nasa-continues-search-for-planet-capable-of-suppor,30989/	2013-01-22 00:00:00
Roommate Food Pyramid Updated To Include 4 Servings Of Someone Else's Grains, Cereals Per Day	satirical	theonion.com	http://www.theonion.com/articles/roommate-food-pyramid-updated-to-include-4-serving,31004/	2013-01-23 00:00:00
Frustrated Inner-City Students Running Out Of Ideas To Motivate Teachers	satirical	theonion.com	http://www.theonion.com/articles/frustrated-innercity-students-running-out-of-ideas,31018/	2013-01-24 00:00:00
Bo Obama Receives Visiting Dognitaries From Furuguay	satirical	theonion.com	http://www.theonion.com/articles/bo-obama-receives-visiting-dognitaries-from-furugu,31075/	2013-01-30 00:00:00
AR-15 Assault Rifle Beginning To Worry It May Never Get To Kill Innocent Person	satirical	theonion.com	http://www.theonion.com/articles/ar15-assault-rifle-beginning-to-worry-it-may-never,31080/	2013-01-30 00:00:00
North Korea Celebrates As Kim Jong-Un Becomes First Man To Walk On Moon	satirical	theonion.com	http://www.theonion.com/articles/north-korea-celebrates-as-kim-jongun-becomes-first,31085/	2013-01-30 00:00:00
God Freaks Self Out By Lying Awake Contemplating Own Immortality	satirical	theonion.com	http://www.theonion.com/articles/god-freaks-self-out-by-lying-awake-contemplating-o,31097/	2013-01-31 00:00:00
The Onion Freely And Happily Gives Its Employees' Passwords To China	satirical	theonion.com	http://www.theonion.com/articles/the-onion-freely-and-happily-gives-its-employees-p,31102/	2013-01-31 00:00:00
Nation Would Not Be Surprised At This Point If Chris Brown Allegedly Traveled Back In Time And Punched Anne Frank	satirical	theonion.com	http://www.theonion.com/articles/nation-would-not-be-surprised-at-this-point-if-chr,31053/	2013-01-28 00:00:00
1930s Comedian Pretty Sure He's Outsmarted Murphy Bed	satirical	theonion.com	http://www.theonion.com/articles/1930s-comedian-pretty-sure-hes-outsmarted-murphy-b,31055/	2013-01-28 00:00:00
Pregnant Jessica Simpson Pulls Out Fetus For Photo Op	satirical	theonion.com	http://www.theonion.com/articles/pregnant-jessica-simpson-pulls-out-fetus-for-photo,31057/	2013-01-28 00:00:00
Ray LaHood Resigns Following Mysterious Disappearance Of Country Road	satirical	theonion.com	http://www.theonion.com/articles/ray-lahood-resigns-following-mysterious-disappeara,31065/	2013-01-29 00:00:00
Chicago's Annual Homicide Drive Off To Most Promising Start In Decades	satirical	theonion.com	http://www.theonion.com/articles/chicagos-annual-homicide-drive-off-to-most-promisi,31066/	2013-01-29 00:00:00
Apple Announces Plans For New iPad With Extra Storage Drawer	satirical	theonion.com	http://www.theonion.com/articles/apple-announces-plans-for-new-ipad-with-extra-stor,31067/	2013-01-29 00:00:00
Paranoid Syrian Man Thinks Government Out To Get Him	satirical	theonion.com	http://www.theonion.com/articles/paranoid-syrian-man-thinks-government-out-to-get-h,31070/	2013-01-29 00:00:00
Brother, Sister Talk On Phone To Make Mom Happy	satirical	theonion.com	http://www.theonion.com/articles/brother-sister-talk-on-phone-to-make-mom-happy,31073/	2013-01-29 00:00:00
Parents Finally Tell 2-Year-Old About 9/11	satirical	theonion.com	http://www.theonion.com/articles/parents-finally-tell-2yearold-about-911,31076/	2013-01-30 00:00:00
Man Brings Visiting Parents Into Office To Meet Coworkers Who Can't Stand Him	satirical	theonion.com	http://www.theonion.com/articles/man-brings-visiting-parents-into-office-to-meet-co,31092/	2013-01-31 00:00:00
Screwball Jim Nabors Goofs Up Again By Marrying Man	satirical	theonion.com	http://www.theonion.com/articles/screwball-jim-nabors-goofs-up-again-by-marrying-ma,31095/	2013-01-31 00:00:00
Creepy One-Word Text Message From Mom Could Mean Anything	satirical	theonion.com	http://www.theonion.com/articles/creepy-oneword-text-message-from-mom-could-mean-an,31096/	2013-01-31 00:00:00
