id	uid	batch_id	position	rating	title	truth_type	domain
9344	504504090138	69597d5645cfab249e2f351531c6bebf	0	1	blood and guts: a history of surgery: bleeding hearts	real	bbc.co.uk
9345	10152588290628559	094ec5413d1b7d78767575a21e20d5d7	0	0	the tudors: series 2: episode 5	real	bbc.co.uk
9345	guest_b31c3adab1a0b469f661a22714c3129c	0142ca092658c13114f8a762ff51c5d1	1	0	the tudors: series 2: episode 5	real	bbc.co.uk
9346	guest_b9a804b611e1939f42ac98f5c1059caa	ef3c71973b51d4e527f036e20e3bd555	0	0	drama on 3: your only man	real	bbc.co.uk
9346	504504090138	16ff173abab641d3f69c90ce25b98938	1	1	drama on 3: your only man	real	bbc.co.uk
9347	guest_85ba2c5aedec51079d754f383e91e304	aebc89964b8fb15e4c7f10980498f7a7	1	0	the conspiracy files: series 2: lockerbie	real	bbc.co.uk
9347	504504090138	6cee92686c1d6979de0fbaf861740442	0	1	the conspiracy files: series 2: lockerbie	real	bbc.co.uk
9348	10152579041713756	ac6127c1e397a62d283c87cf2dbcf023	0	0.956	whose side is bart simpson on?	real	bbc.co.uk
9348	504504090138	c8d9f681a7bf3d80c176ff8cede71b57	0	0.869	whose side is bart simpson on?	real	bbc.co.uk
9349	504504090138	6909a63a54f086f6c68396c8e4ef1496	0	1	mock the week: series 6: episode 9	real	bbc.co.uk
9349	guest_fcdeef52c8e113d1b87bdcd9fb89bf4e	8ab820cf1c51991419f16e82f6deced6	0	0	mock the week: series 6: episode 9	real	bbc.co.uk
9350	504504090138	e453b4b41ce7cda95e240b325fb1aafd	1	0.813	tennis - keothavong and smith lose in danish open semi-finals	real	bbc.co.uk
9350	guest_fcdeef52c8e113d1b87bdcd9fb89bf4e	ce357541f0e502f64b773c82378d38e3	0	0	tennis - keothavong and smith lose in danish open semi-finals	real	bbc.co.uk
9351	guest_00f449650c1236689632db66b446d53a	916148f0f4b9a21aa2a8f686e00fc7d1	0	0.153	cricket - india beat sri lanka by an innings to top test rankings	real	bbc.co.uk
9351	guest_fcdeef52c8e113d1b87bdcd9fb89bf4e	5587e0f884814898178f698fc5ad92b1	0	0	cricket - india beat sri lanka by an innings to top test rankings	real	bbc.co.uk
9352	guest_4fc5476dba530e9b46464251461298f9	cc7e1f031fda73c881e3dfaf39d5ce48	1	0.31	the novel that changed my life: episode 6	real	bbc.co.uk
9352	guest_00f449650c1236689632db66b446d53a	61fb7d995e6c7eec054167aa73f980bc	1	1	the novel that changed my life: episode 6	real	bbc.co.uk
9352	guest_89be0e8b3ea96c8ba9af61c354db8c51	257b33ec9cd8429d42d36c82eca778e1	0	0.057	the novel that changed my life: episode 6	real	bbc.co.uk
9353	guest_4aafdcdb4a23648ef73f73cf04505cb8	8ec3e763ecb3baad8951d994741fc083	0	0.123	osaze odemwingie rallies nigeria's super eagles	real	bbc.co.uk
9353	guest_00f449650c1236689632db66b446d53a	63720544cda15be7321ac5c0d326e61d	0	0.825	osaze odemwingie rallies nigeria's super eagles	real	bbc.co.uk
9354	guest_4aafdcdb4a23648ef73f73cf04505cb8	f972ee02cbbc1d74aeb568130bee4d6f	0	0.367	they came from manchester: the story of mancunian pop	real	bbc.co.uk
9354	guest_00f449650c1236689632db66b446d53a	01de4b472b56e1a8204220d8d57be820	0	0.133	they came from manchester: the story of mancunian pop	real	bbc.co.uk
9355	guest_00f449650c1236689632db66b446d53a	b79e0d9ce142a5d35653c96f4a130600	1	1	the wrong door: the smutty aliens	real	bbc.co.uk
9355	guest_61bc70fb9fb0dadded19da010d5fbe3c	c10585b59ed20edf3e33873689a74c26	0	0.982	the wrong door: the smutty aliens	real	bbc.co.uk
9356	10152579041713756	cf039bad48128cdc306b83f79c764e98	1	0	amazon with bruce parry: episode 1	real	bbc.co.uk
9356	guest_00f449650c1236689632db66b446d53a	1e91f0393c9a63041a58472ea419f3a6	0	1	amazon with bruce parry: episode 1	real	bbc.co.uk
9357	10152579041713756	e5504a9ac54643bc687fbc6446648457	0	0	the dark side of fame with piers morgan: jim davidson	real	bbc.co.uk
9357	guest_4712440d5ab89603f17f2f96cb95eab5	33f492e0ed6ecbbfcd6c08f669426c50	0	0	the dark side of fame with piers morgan: jim davidson	real	bbc.co.uk
9358	10152579041713756	47efb96e78a724227388857cf21a9243	1	0	cbeebies - all programmes - page 1	real	bbc.co.uk
9358	guest_4712440d5ab89603f17f2f96cb95eab5	bb31daa1eb614d5b914936a8d8428596	0	0	cbeebies - all programmes - page 1	real	bbc.co.uk
9359	guest_4712440d5ab89603f17f2f96cb95eab5	366088b46f1e8707f6905d16cf3ba4a5	0	0	football - holders chelsea wait for cup draw	real	bbc.co.uk
9359	10152579041713756	d5f1a31c0496e737d356c32b14c936a6	1	0	football - holders chelsea wait for cup draw	real	bbc.co.uk
9360	guest_4712440d5ab89603f17f2f96cb95eab5	1a731a5e90f960c7ea3007dcf8e113ca	0	0	live - ulster v glasgow	real	bbc.co.uk
9360	10152579041713756	86c05b4722cce0b30e6113c0d57edcca	1	0	live - ulster v glasgow	real	bbc.co.uk
9361	guest_4712440d5ab89603f17f2f96cb95eab5	da022ac73f0d63ed6bcd465e2818b765	0	0	the king's speech wins 14 bafta nominations	real	bbc.co.uk
9361	10152579041713756	a3332c62a8e5a02aa07a2b2818848a22	0	0.122	the king's speech wins 14 bafta nominations	real	bbc.co.uk
9362	10152579041713756	5e86f72efad1a23b75e69d8e317b7ace	0	0	cricket - england to lodge umpire protest	real	bbc.co.uk
9362	guest_4712440d5ab89603f17f2f96cb95eab5	f96a1b4c85a725757a909e924750b1ca	0	0	cricket - england to lodge umpire protest	real	bbc.co.uk
9363	guest_440e47eeb9d0cbfb25a676c8f60f0370	a5d0ddb622611bd2957efe038b87ebad	1	0.285	jimi hendrix: made in london	real	bbc.co.uk
9363	guest_4712440d5ab89603f17f2f96cb95eab5	88e9da1d99e460042890639ae9512342	0	1	jimi hendrix: made in london	real	bbc.co.uk
9364	guest_4712440d5ab89603f17f2f96cb95eab5	cb6d6b587b08097c0ec04b2c34a826e5	0	0	james may's big ideas: come fly with me	real	bbc.co.uk
9364	guest_440e47eeb9d0cbfb25a676c8f60f0370	8bd8f1d78e609a0dedc521146e964195	0	0.639	james may's big ideas: come fly with me	real	bbc.co.uk
9365	guest_440e47eeb9d0cbfb25a676c8f60f0370	eb47b108e36ed161f16c2a9970ec95d7	0	0	schools accused of anti-gay language in sex education	real	bbc.co.uk
9365	guest_4712440d5ab89603f17f2f96cb95eab5	ab23c06d735f637a4b74804e03eec6f6	0	0	schools accused of anti-gay language in sex education	real	bbc.co.uk
9366	guest_440e47eeb9d0cbfb25a676c8f60f0370	5e8e06605241223b7e4217d4d8aa8430	1	0.199	little britain usa: episode 1	real	bbc.co.uk
9366	guest_4712440d5ab89603f17f2f96cb95eab5	65542399d52bfa65968a5024d584140f	0	0	little britain usa: episode 1	real	bbc.co.uk
9367	guest_11b665b1364761e4565e152157624376	695990c95e18e52376c5cb2e100347e0	0	1	woman's hour drama: the color purple: episode 1	real	bbc.co.uk
9367	10152579041713756	7b8f7bc3f88afa9c9a8338d9ad495492	0	0	woman's hour drama: the color purple: episode 1	real	bbc.co.uk
9368	guest_4712440d5ab89603f17f2f96cb95eab5	c04af8dfcc52a3a68f1f57686a71585d	0	0	the american future: a history, by simon schama: american plenty	real	bbc.co.uk
9368	guest_62238d52e8d0e5d5ff256d6d11003b1b	c62e405472eb66d00f0c1b89e2010f47	0	0.104	the american future: a history, by simon schama: american plenty	real	bbc.co.uk
9369	guest_62238d52e8d0e5d5ff256d6d11003b1b	c840c2fd497c066656dd9a786c8708d6	1	0.069	little britain usa: episode 2	real	bbc.co.uk
9369	guest_4712440d5ab89603f17f2f96cb95eab5	69cd913524c729a1797ccfe0341c145f	1	0	little britain usa: episode 2	real	bbc.co.uk
9369	guest_440e47eeb9d0cbfb25a676c8f60f0370	dda9f9e51ae49abb886b43f1b82d82ef	1	0	little britain usa: episode 2	real	bbc.co.uk
9370	guest_440e47eeb9d0cbfb25a676c8f60f0370	52abe0f0d60adf7fc6bfa735c18031ea	1	1	brownsea island is renamed for comic relief 2011	real	bbc.co.uk
9370	guest_4712440d5ab89603f17f2f96cb95eab5	9cc8f2a0ad123329e71d50a2ee01b794	0	0	brownsea island is renamed for comic relief 2011	real	bbc.co.uk
9371	guest_62238d52e8d0e5d5ff256d6d11003b1b	14ab50e44ea7b96318e34e4f72e7d04b	0	0	stephen fry in america: new world	real	bbc.co.uk
9371	guest_4712440d5ab89603f17f2f96cb95eab5	4dc2115dea0ba60a9df78b6e2cf35096	1	0	stephen fry in america: new world	real	bbc.co.uk
9372	guest_62238d52e8d0e5d5ff256d6d11003b1b	cb190f789e98504cb7bfa637b05e6576	0	0.113	drama on 3: the duchess of malfi	real	bbc.co.uk
9372	guest_4712440d5ab89603f17f2f96cb95eab5	d004bd15fee1016e3584133710c46854	0	1	drama on 3: the duchess of malfi	real	bbc.co.uk
9373	guest_4712440d5ab89603f17f2f96cb95eab5	951cd6cada3ce5889686c7eec4bca3a0	0	0	the mobo awards: 2008: 15/10/2008	real	bbc.co.uk
9373	guest_62238d52e8d0e5d5ff256d6d11003b1b	bf6c5a1fa518d940eeecedaa7aff54c7	0	0.302	the mobo awards: 2008: 15/10/2008	real	bbc.co.uk
9374	guest_62238d52e8d0e5d5ff256d6d11003b1b	5264673b31ffcc9821db163713f3fea7	1	0.759	heroes: series 3: one of us, one of them	real	bbc.co.uk
9374	guest_4712440d5ab89603f17f2f96cb95eab5	5c8402bb9b33b5acd0d373cfe948bf38	1	0	heroes: series 3: one of us, one of them	real	bbc.co.uk
9375	504504090138	d9e1e276e377ece6f391c545bb68a50d	1	0	joe strummer's last recorded concert	real	bbc.co.uk
9375	guest_9a8824d1591f162bcc9d28b9a61a86fe	93746030e3801d39b7d63aeb089b3e2c	1	0	joe strummer's last recorded concert	real	bbc.co.uk
9376	guest_62238d52e8d0e5d5ff256d6d11003b1b	8fab6e02e4e8b39f0a419f29abd85b98	0	0.321	heroes: series 3: i am become death	real	bbc.co.uk
9376	guest_4712440d5ab89603f17f2f96cb95eab5	6fc889f15f98637bc9830a93ad26afaa	1	0	heroes: series 3: i am become death	real	bbc.co.uk
9377	guest_62238d52e8d0e5d5ff256d6d11003b1b	c770f81288bb8bde5ffee2aa8f4fdd9d	1	0.779	the loneliness of the goalkeeper	real	bbc.co.uk
9377	guest_4712440d5ab89603f17f2f96cb95eab5	2094389f1b5434bbdaf802a048e3b5c7	1	0	the loneliness of the goalkeeper	real	bbc.co.uk
9378	guest_c754f46230e561d71d24596ada8b2e34	5059f7494c4f10af62509ec21c392368	0	0.795	theme time radio hour with bob dylan: 30/10/2008	real	bbc.co.uk
9378	guest_4712440d5ab89603f17f2f96cb95eab5	aa1dfb7766ec2acaaf5948c770f79352	1	1	theme time radio hour with bob dylan: 30/10/2008	real	bbc.co.uk
9379	guest_c754f46230e561d71d24596ada8b2e34	6596476efe6b5aaad2b500e47e0090f2	0	0.916	the fourth, the fifth, the minor fall	real	bbc.co.uk
9379	guest_4712440d5ab89603f17f2f96cb95eab5	2e79e12bad50320b98dba94a24a21f91	0	1	the fourth, the fifth, the minor fall	real	bbc.co.uk
9380	guest_4712440d5ab89603f17f2f96cb95eab5	adf4d706e7879c08b0c44d07f142670b	1	0	top gear: series 12: episode 3 (new series)	real	bbc.co.uk
9380	guest_c754f46230e561d71d24596ada8b2e34	9c691b38fc8852903aefa91ae5dd8727	0	0.053	top gear: series 12: episode 3 (new series)	real	bbc.co.uk
9381	guest_c754f46230e561d71d24596ada8b2e34	a9b200eb9eac3df0992c1f3ec775a9de	0	0.943	wild about your garden: tales from the riverbank	real	bbc.co.uk
9381	guest_4712440d5ab89603f17f2f96cb95eab5	acc494e402f2b92f4c99c1de7a02ecd8	1	0	wild about your garden: tales from the riverbank	real	bbc.co.uk
9382	guest_4712440d5ab89603f17f2f96cb95eab5	e48f5b2d12ddedf12ad523c8f1483c01	0	0	ashburton service remembers crash victims	real	bbc.co.uk
9382	guest_c754f46230e561d71d24596ada8b2e34	21d186b8987fdcfba92a3c168e4fc393	0	0.951	ashburton service remembers crash victims	real	bbc.co.uk
9383	504504090138	65e595b623fee937e74debb281028bf1	0	0	top gear: series 12: episode 4 (new series)	real	bbc.co.uk
9383	guest_42bd7e1bb2d6fff2cec15e1dc22a53f7	31e61a6110769c9b61f40e74771a7bd9	0	0	top gear: series 12: episode 4 (new series)	real	bbc.co.uk
9384	guest_b8be9940a201703077480a4f99ff0833	cd536f457a2dcb273b3f3f3d8d5c14db	1	0.737	huge coin haul stolen from bus depot	real	bbc.co.uk
9384	guest_4712440d5ab89603f17f2f96cb95eab5	81a7e08fbe451a7c10dab0f58002034f	0	0	huge coin haul stolen from bus depot	real	bbc.co.uk
9385	guest_b8be9940a201703077480a4f99ff0833	0cba22c5a4f624337f2a1accfd824b3c	1	0.162	the political studies association awards 2008	real	bbc.co.uk
9385	guest_4712440d5ab89603f17f2f96cb95eab5	74b53ab969efbbcaec9d51c435d7dc72	1	0	the political studies association awards 2008	real	bbc.co.uk
9386	guest_4712440d5ab89603f17f2f96cb95eab5	c2591d5bf8512b8e60047ca3a73894e8	1	0	classic serial: the hunchback of notre dame: episode 1	real	bbc.co.uk
9386	guest_582d32ea86e929979daaa54613239441	3ea6a143c0dfdc2dcd5417636c1a0093	1	0	classic serial: the hunchback of notre dame: episode 1	real	bbc.co.uk
9387	guest_4712440d5ab89603f17f2f96cb95eab5	623835f16a37f9f104fee37b1d0a3848	1	0	louis theroux: law and disorder in philadelphia	real	bbc.co.uk
9387	guest_582d32ea86e929979daaa54613239441	c869f8e0d745b20e10e5c87bee19de31	1	0.006	louis theroux: law and disorder in philadelphia	real	bbc.co.uk
9388	504504090138	b16880969d66933b15cb2acf1f604969	1	1	book at bedtime: black orchids: episode 10	real	bbc.co.uk
9388	545739205525767	582f20729fa7476776d6a35d56a9a6a8	1	1	book at bedtime: black orchids: episode 10	real	bbc.co.uk
9389	guest_582d32ea86e929979daaa54613239441	a0d4c1aedade53e4db8e8ffd985ff698	1	0.034	masked youths hurl bricks at ellesmere port police	real	bbc.co.uk
9389	guest_4712440d5ab89603f17f2f96cb95eab5	d8e52f0b5ace5dc522c55e2d2952c9b4	1	0	masked youths hurl bricks at ellesmere port police	real	bbc.co.uk
9390	guest_582d32ea86e929979daaa54613239441	e8e1ecc16162937303ae95b48e5eac19	1	0	heroes: series 3: our father	real	bbc.co.uk
9390	guest_4712440d5ab89603f17f2f96cb95eab5	cf3dabe34890d3b6432076c7d4c9f194	1	0	heroes: series 3: our father	real	bbc.co.uk
9391	guest_582d32ea86e929979daaa54613239441	8a0c033c85c811d4f053ad6325181376	1	0.001	lark rise to candleford: series 2: episode 1	real	bbc.co.uk
9391	guest_4712440d5ab89603f17f2f96cb95eab5	fa334e702106558cbf71e87143346e9d	0	0	lark rise to candleford: series 2: episode 1	real	bbc.co.uk
9392	guest_582d32ea86e929979daaa54613239441	7e290a2d39956eac3d3977de10e703b8	1	0.661	chief inspector of prisons urges jail remand overhaul	real	bbc.co.uk
9392	guest_4712440d5ab89603f17f2f96cb95eab5	2fe5f05c3cf8748eadf041bc226ce224	0	0	chief inspector of prisons urges jail remand overhaul	real	bbc.co.uk
9393	guest_582d32ea86e929979daaa54613239441	618d4c603e109e1d99e0413264d4e12d	1	1	top gear: series 12: episode 8 (new series)	real	bbc.co.uk
9393	guest_4712440d5ab89603f17f2f96cb95eab5	740f6c9db04807499cb8ed2ce5b78b41	0	0	top gear: series 12: episode 8 (new series)	real	bbc.co.uk
9394	guest_4712440d5ab89603f17f2f96cb95eab5	3cc7af2b8b5ff259296f50a24a2233f9	1	1	around the world in 20 years	real	bbc.co.uk
9394	guest_582d32ea86e929979daaa54613239441	b71c8c0f42f372722e498dfec63f2df9	0	0	around the world in 20 years	real	bbc.co.uk
9395	guest_ad6ab91c473a886d47d04d097cd94855	f2149ddf45fd1d089fe01e2c6b7773cb	0	0.193	the real italian job: james martin's mille miglia	real	bbc.co.uk
9395	guest_4712440d5ab89603f17f2f96cb95eab5	a2c5caaee0a5c5c09fa38434eecf9b8b	0	0	the real italian job: james martin's mille miglia	real	bbc.co.uk
9396	guest_4712440d5ab89603f17f2f96cb95eab5	9bf2ba097a81c7d5367caf018c5e8463	1	0	adolf hitler: my part in his downfall: episode 4	real	bbc.co.uk
9396	guest_62238d52e8d0e5d5ff256d6d11003b1b	bfbd0bf4c2522c4a1b63cc46efb67868	1	0.301	adolf hitler: my part in his downfall: episode 4	real	bbc.co.uk
9397	guest_62238d52e8d0e5d5ff256d6d11003b1b	8f5eb52faab4719106fa10c59173eb15	0	0.178	jonathan creek: the grinning man	real	bbc.co.uk
9397	guest_4712440d5ab89603f17f2f96cb95eab5	dc12be71e228047ee005149bc11155cf	1	0	jonathan creek: the grinning man	real	bbc.co.uk
9398	guest_4712440d5ab89603f17f2f96cb95eab5	ee1c660adb42c63eb2497d9276d58a3a	1	0	the secret life of elephants: episode 1	real	bbc.co.uk
9398	guest_62238d52e8d0e5d5ff256d6d11003b1b	38b608f704c0bd2ceeca3d86fe1be10b	1	0	the secret life of elephants: episode 1	real	bbc.co.uk
9399	guest_62238d52e8d0e5d5ff256d6d11003b1b	48f3fffa1062b709ee9c29c829ca7a80	0	0	panorama: what now, mr president?	real	bbc.co.uk
9399	504504090138	071ee0c3367aa1414826459ee700bed0	1	1	panorama: what now, mr president?	real	bbc.co.uk
9400	504504090138	4e33b4281b41a804eed2a43fe57b0f4e	0	1	search results for newsnight scotland	real	bbc.co.uk
9400	guest_62238d52e8d0e5d5ff256d6d11003b1b	d89a862e96d0a9ad0d4aee007d82b155	1	0.158	search results for newsnight scotland	real	bbc.co.uk
9401	504504090138	91fca502d615bf1b1f644600625ca8dc	0	0	poor weather halts search of south korea sunken warship	real	bbc.co.uk
9401	guest_767ce3d131e3f03e6ca58930dcd00d6d	4c1b8085065ead3a3f243b888aae97ff	0	0	poor weather halts search of south korea sunken warship	real	bbc.co.uk
9402	guest_62238d52e8d0e5d5ff256d6d11003b1b	d93c5646b7f6b0baf201e79853ed6ccf	1	1	panorama: have i got bad language for you?	real	bbc.co.uk
9402	504504090138	06983055ea0eae058a4471d682126b07	0	1	panorama: have i got bad language for you?	real	bbc.co.uk
9403	guest_62238d52e8d0e5d5ff256d6d11003b1b	f869be078ce084bdc0735795d85f8b54	0	0.317	it's time to go nationwide	real	bbc.co.uk
9403	504504090138	696db122cd6704a276f290e4800a7755	0	1	it's time to go nationwide	real	bbc.co.uk
9404	504504090138	292f2b274ac35832403df0ea6733a514	1	1	comedy - all programmes - page 1	real	bbc.co.uk
9404	guest_62238d52e8d0e5d5ff256d6d11003b1b	8e57cbdf17b4066b929ea5c8b67d95d4	0	0.243	comedy - all programmes - page 1	real	bbc.co.uk
9405	guest_62238d52e8d0e5d5ff256d6d11003b1b	e707b4561718bdd0b9a5244d59ff2bc5	1	0.822	football - falmouth town discuss a ground share with truro city	real	bbc.co.uk
9405	504504090138	e69ea05c15b5077c670b42c2084ffc8f	1	0	football - falmouth town discuss a ground share with truro city	real	bbc.co.uk
9406	guest_cff1d02cace0a8c22878b3277e4435e2	1730b9b71b9cbbf4ba3a1e42c27ea82b	1	0.077	latest rock & indie releases	real	bbc.co.uk
9406	guest_62238d52e8d0e5d5ff256d6d11003b1b	cce9db6c64932a6423e3a0ccab715d6a	1	0	latest rock & indie releases	real	bbc.co.uk
9407	guest_cff1d02cace0a8c22878b3277e4435e2	2d885d695ec5d0e35840d0d60678c86a	1	0.308	casey stoney column: england players can handle pressure	real	bbc.co.uk
9407	guest_62238d52e8d0e5d5ff256d6d11003b1b	97a8e6e26db4be6fd7e6369336871da0	0	0	casey stoney column: england players can handle pressure	real	bbc.co.uk
9408	guest_62238d52e8d0e5d5ff256d6d11003b1b	c0379993f46b5521b915da44c2ba1db3	1	0	latest classic pop & rock releases	real	bbc.co.uk
9408	guest_cff1d02cace0a8c22878b3277e4435e2	036f5050ab619d5f9808d56ac7ca9623	0	0.046	latest classic pop & rock releases	real	bbc.co.uk
9409	guest_cff1d02cace0a8c22878b3277e4435e2	ddd4050c5dca52ae65bb37e9d001bcc5	0	0.768	'i just launched' - pope benedict sends first tweet	real	bbc.co.uk
9409	guest_62238d52e8d0e5d5ff256d6d11003b1b	7476739029db580ff1898c7066cf6a1f	1	1	'i just launched' - pope benedict sends first tweet	real	bbc.co.uk
9410	504504090138	36e61cf9e44ee5e0f210e989c2ec4d59	0	0	new base opened for north devon air ambulance	real	bbc.co.uk
9410	guest_62238d52e8d0e5d5ff256d6d11003b1b	777b8ae0d479dd974fc827dc460ff479	1	0	new base opened for north devon air ambulance	real	bbc.co.uk
9411	guest_62238d52e8d0e5d5ff256d6d11003b1b	e14bab05e1bf5b541d86524a26311d9c	1	0	french library finds leonardo da vinci manuscript	real	bbc.co.uk
9411	guest_4712440d5ab89603f17f2f96cb95eab5	ecf832cacd3839153c2bfe39e97ed818	0	0	french library finds leonardo da vinci manuscript	real	bbc.co.uk
9412	guest_62238d52e8d0e5d5ff256d6d11003b1b	16ecfe4c0bcae0c7b91402314ad3ef0c	0	0	from our own correspondent: 07/02/2009	real	bbc.co.uk
9412	guest_4712440d5ab89603f17f2f96cb95eab5	abd6324ed603df2d57c01cfaf4abb8d4	1	0	from our own correspondent: 07/02/2009	real	bbc.co.uk
9413	guest_62238d52e8d0e5d5ff256d6d11003b1b	78923e0830c0a2789afeb711ae6e62b4	0	0	world book club: world book club: episode 1	real	bbc.co.uk
9413	guest_4712440d5ab89603f17f2f96cb95eab5	9a3f07d3d3d6e7dc16290b66968dd0e7	0	0	world book club: world book club: episode 1	real	bbc.co.uk
9414	guest_62238d52e8d0e5d5ff256d6d11003b1b	d64162a9c55f41ad132c40c13c65e2d7	1	0	the monday documentary: fresh start: episode 2	real	bbc.co.uk
9414	guest_4712440d5ab89603f17f2f96cb95eab5	49c953cfb3ef757fd3173177e5bfec2b	1	0	the monday documentary: fresh start: episode 2	real	bbc.co.uk
9415	guest_4712440d5ab89603f17f2f96cb95eab5	c6b2f642d1c3b6b9f9765b6ed1a0cb40	0	0	natural world: great white shark - a living legend	real	bbc.co.uk
9415	guest_62238d52e8d0e5d5ff256d6d11003b1b	fbe55c7809954b16dc40c7ddf119fb09	0	0	natural world: great white shark - a living legend	real	bbc.co.uk
9416	guest_4712440d5ab89603f17f2f96cb95eab5	3c4543f8ebb0b907d4c248077c2c9fe2	0	0	manila police admit bungling deadly bus siege	real	bbc.co.uk
9416	guest_62238d52e8d0e5d5ff256d6d11003b1b	e4deab626ec1140e7cb7ac0b9dcb2b7c	1	0	manila police admit bungling deadly bus siege	real	bbc.co.uk
9417	guest_4712440d5ab89603f17f2f96cb95eab5	337c8980a065712ade871ecf385174a0	1	0	nature's great events: the great melt	real	bbc.co.uk
9417	guest_62238d52e8d0e5d5ff256d6d11003b1b	2d498e269acdd414f439c4774ed1cc83	1	0	nature's great events: the great melt	real	bbc.co.uk
9418	545739205525767	5ae6489c772c6c9e70391de01c674eaf	1	0.045	factual - all programmes - page 1	real	bbc.co.uk
9418	guest_c7df70a515f75c31394d3b94dc387ddb	c2d7d054642c3b2d5bc02b098896d027	1	0.351	factual - all programmes - page 1	real	bbc.co.uk
9419	guest_4712440d5ab89603f17f2f96cb95eab5	719d83cae00b2d9381827044f6a6c456	0	0	man guilty of sexually abusing four-year-old niece	real	bbc.co.uk
9419	guest_62238d52e8d0e5d5ff256d6d11003b1b	2cb8a3568624357bb6770ab0f94cbd7c	1	0	man guilty of sexually abusing four-year-old niece	real	bbc.co.uk
9420	guest_62238d52e8d0e5d5ff256d6d11003b1b	31c16e45b23bd89b45eb678b91346b83	1	0	the friday documentary: beatles in the ussr: episode 1	real	bbc.co.uk
